"Building.Name","Property.Type","Property_Size_in_sq_ft","Bedroom","Bathroom","Amount_of_Facilities","Parking_Lot","Land.Title","Tenure.Type","Price_in_RM"
"Genting Court Condominium","Condominium",830,3,2,9,1,"Non Bumi Lot","Leasehold",250000
"Seasons Garden Residences @ Wangsa Maju","Apartment",800,3,2,11,1,"Non Bumi Lot","Leasehold",400000
"Taman Harbour View","Apartment",730,3,2,3,1,"Non Bumi Lot","Leasehold",278000
"Setia Sky Ville","Condominium",1036,3,2,11,2,"Non Bumi Lot","Freehold",750000
"3 Residence","Condominium",851,3,2,5,2,"Non Bumi Lot","Leasehold",739000
"Harmony View","Apartment",700,3,2,8,1,"Non Bumi Lot","Freehold",385000
"The Rise Collection 2","Apartment",800,3,2,3,1,"Non Bumi Lot","Leasehold",420000
"The Rise Collection 2","Apartment",800,3,2,3,2,"Non Bumi Lot","Leasehold",420000
"Taman Kheng Tian","Apartment",700,3,2,7,1,"Non Bumi Lot","Freehold",399000
"Seksyen 2 Wangsa Maju Flat Block D","Flat",624,2,1,0,0,"Non Bumi Lot","Leasehold",175000
"Seri Nilam Apartment","Apartment",628,3,2,4,0,"Bumi Lot","Leasehold",140000
"Kondominium Kristal","Condominium",1049,3,2,8,1,"Bumi Lot","Leasehold",360000
"Sri Kenangan","Condominium",1050,4,2,6,0,"Bumi Lot","Leasehold",420000
"Villaria (Petaling Jaya)","Condominium",999,3,2,4,1,"Bumi Lot","Leasehold",375000
"Platinum Lake PV 20","Condominium",1328,4,2,10,2,"Non Bumi Lot","Leasehold",529000
"Flora Rosa","Condominium",1399,4,3,5,2,"Non Bumi Lot","Freehold",433094
"Pangsapuri Kajang Perdana","Apartment",775,3,2,0,1,"Bumi Lot","Leasehold",120000
"8scape Residences @ Sutera","Apartment",1035,3,2,0,1,"Non Bumi Lot","Freehold",485000
"Sentral Residences @ Kajang","Service Residence",1090,3,2,0,0,"Non Bumi Lot","Freehold",350000
"Taman Miharja Apartment (LRT Miharja)","Apartment",815,3,2,1,1,"Bumi Lot","Leasehold",250000
"Spring & Summer Tower, All Seasons Park","Condominium",856,3,2,5,2,"Non Bumi Lot","Freehold",510000
"Asia Heights","Condominium",1600,4,3,9,2,"Non Bumi Lot","Freehold",660000
"Suria Vista","Apartment",700,3,2,5,1,"Non Bumi Lot","Freehold",330000
"Idaman Lavender 3","Apartment",750,3,2,6,1,"Non Bumi Lot","Freehold",340000
"Arte S","Service Residence",1353,3,2,5,2,"Non Bumi Lot","Freehold",690000
"Vista Impiana","Apartment",465,1,1,8,1,"Non Bumi Lot","Leasehold",168000
"Astana Lumayan","Service Residence",1207,4,2,6,1,"Non Bumi Lot","Leasehold",535000
"Taman Wangsa Apartments (Telipok)","Apartment",1007,3,2,5,1,"Bumi Lot","Leasehold",250000
"The LIGHT COLLECTION II","Condominium",1701,4,3,14,3,"Non Bumi Lot","Freehold",1870000
"The Pano","Service Residence",1002,2,2,5,2,"Non Bumi Lot","Freehold",823628
"Simfoni @ Eco Majestic","Apartment",750,3,2,0,0,"Non Bumi Lot","Freehold",230000
"Sri Tanjung Apartment (Subang Jaya)","Apartment",650,3,2,4,0,"Non Bumi Lot","Freehold",195000
"Dataran Otomobil Apartment","Apartment",835,3,2,0,0,"Bumi Lot","Leasehold",230000
"The Light Collection IV","Condominium",2184,4,3,14,4,"Non Bumi Lot","Freehold",2100000
"BaysWater","Condominium",1302,4,3,14,2,"Non Bumi Lot","Freehold",920000
"Cahaya Permai","Apartment",868,3,2,6,1,"Bumi Lot","Leasehold",340000
"Melur Apartment (Sentul)","Apartment",1016,3,2,3,0,"Non Bumi Lot","Leasehold",325000
"Vista Seri Alam","Apartment",912,4,2,4,1,"Non Bumi Lot","Freehold",258000
"Menara Rajawali","Apartment",883,3,2,0,0,"Bumi Lot","Leasehold",260000
"Merdeka Villa","Apartment",950,3,2,7,0,"Non Bumi Lot","Leasehold",305000
"MH Platinum Residency","Apartment",1018,3,2,0,0,"Non Bumi Lot","Leasehold",405000
"ANYA at Shorea Park","Service Residence",915,3,2,10,2,"Non Bumi Lot","Freehold",443000
"Skycube Residence","Condominium",1270,3,2,0,2,"Bumi Lot","Freehold",660000
"Apartment Permata (Bandar Perda)","Apartment",614,3,1,0,0,"Non Bumi Lot","Freehold",190000
"Desaru Utama Residence","Apartment",818,2,2,7,1,"Non Bumi Lot","Leasehold",288888
"The Pano","Service Residence",1003,3,2,5,2,"Non Bumi Lot","Freehold",878720
"The Suritz","Condominium",1346,3,2,0,2,"Non Bumi Lot","Leasehold",576000
"MJC SOHO","Apartment",650,2,1,4,1,"Non Bumi Lot","Leasehold",140000
"The Pano","Service Residence",609,1,1,5,1,"Non Bumi Lot","Freehold",562880
"The Pano","Service Residence",826,2,2,5,1,"Non Bumi Lot","Freehold",674969
"Bukit Mas Apartment","Apartment",945,3,2,3,0,"Non Bumi Lot","Leasehold",200000
"Taman Kajang Sentral","Apartment",756,3,2,0,0,"Bumi Lot","Freehold",170000
"Lido Avenue","Condominium",6000,5,5,3,3,"Non Bumi Lot","Leasehold",2700000
"Apartment Bayu","Apartment",768,3,2,5,1,"Non Bumi Lot","Leasehold",199999
"Ketumbar Heights","Condominium",753,3,2,6,1,"Non Bumi Lot","Freehold",280000
"Angsana","Apartment",650,3,2,2,0,"Non Bumi Lot","Leasehold",155000
"Saville @ Kajang","Service Residence",855,3,2,5,0,"Non Bumi Lot","Freehold",330000
"Kenari Court","Apartment",861,3,2,3,0,"Non Bumi Lot","Leasehold",279999
"Puncak Athenaeum","Condominium",1600,3,2,5,0,"Bumi Lot","Freehold",299999
"Permai Puteri","Apartment",833,3,2,0,0,"Non Bumi Lot","Leasehold",275000
"Cengal Condominium","Condominium",927,3,2,3,0,"Bumi Lot","Leasehold",350000
"Seksyen 2 Wangsa Maju Flat","Flat",600,2,1,2,2,"Non Bumi Lot","Leasehold",215000
"Greenlane Park","Condominium",860,3,2,7,2,"Non Bumi Lot","Freehold",460000
"Greenlane Park","Condominium",860,3,2,7,1,"Non Bumi Lot","Freehold",450000
"Greenlane Park","Condominium",860,3,2,7,2,"Non Bumi Lot","Freehold",450000
"Greenlane Park","Condominium",860,3,2,7,1,"Non Bumi Lot","Freehold",420000
"Harmony View","Apartment",700,3,2,8,1,"Non Bumi Lot","Freehold",380000
"Taman Kang Har Tong","Apartment",700,3,2,3,1,"Non Bumi Lot","Freehold",380000
"The Rise Collection 3","Apartment",1000,3,2,9,2,"Non Bumi Lot","Freehold",530000
"Aspen Residences","Condominium",1270,3,2,5,2,"Non Bumi Lot","Freehold",740000
"BaysWater","Condominium",1313,3,3,5,3,"Non Bumi Lot","Freehold",910000
"The Spring","Condominium",947,3,2,10,2,"Non Bumi Lot","Leasehold",518000
"Flat Taman Bukit Angkasa","Flat",697,2,2,1,0,"Bumi Lot","Leasehold",246000
"Jentayu Residensi @ Tampoi","Service Residence",954,3,2,9,1,"Non Bumi Lot","Freehold",368000
"Seri Saujana Apartment","Apartment",750,3,2,3,0,"Bumi Lot","Leasehold",210000
"PD Tiara Bay","Apartment",454,1,1,3,0,"Bumi Lot","Freehold",60000
"Serene Mont Kiara Sri Hartamas","Duplex",2872,4,5,6,3,"Malay Reserved","Freehold",2250000
"Pangsapuri Carlina","Apartment",800,3,2,2,1,"Bumi Lot","Leasehold",315000
"Havona","Apartment",1244,3,2,10,2,"Non Bumi Lot","Freehold",600000
"Menara Asas","Condominium",1041,3,2,4,2,"Non Bumi Lot","Freehold",550000
"Shineville Park","Condominium",1650,4,2,5,2,"Non Bumi Lot","Freehold",550000
"Setia Sky Ville","Condominium",1036,3,2,11,2,"Non Bumi Lot","Freehold",780000
"Medan Angsana (Farlim 2)","Flat",550,2,2,0,0,"Non Bumi Lot","Freehold",165000
"One Imperial","Condominium",1050,3,2,6,2,"Non Bumi Lot","Freehold",543000
"Anjali @ North Kiara","Condominium",1788,4,3,11,2,"Non Bumi Lot","Freehold",1250000
"Royal Regent (Sri Putramas 3)","Condominium",1590,4,2,13,2,"Non Bumi Lot","Freehold",729000
"Garden Plaza @ Garden Residence","Service Residence",450,3,2,11,2,"Non Bumi Lot","Freehold",193000
"Vista Komanwel C","Apartment",1240,2,2,10,2,"Non Bumi Lot","Freehold",470000
"KL Traders Square Residences","Service Residence",940,3,2,0,0,"Bumi Lot","Freehold",445000
"Menara Menjalara","Condominium",982,3,2,5,0,"Non Bumi Lot","Freehold",388000
"Lakeview Apartments","Apartment",870,3,2,8,0,"Bumi Lot","Leasehold",250000
"Taman Muhibbah (Seri Kembangan)","Flat",560,2,1,0,0,"Non Bumi Lot","Freehold",120000
"Jalil Damai","Apartment",1040,3,2,7,0,"Non Bumi Lot","Freehold",410000
"Sri Indah","Flat",650,3,2,3,0,"Bumi Lot","Leasehold",109000
"Royal Regent (Sri Putramas 3)","Condominium",975,2,2,13,1,"Non Bumi Lot","Freehold",490000
"McKenzie Avenue","Apartment",1520,3,2,0,2,"Non Bumi Lot","Freehold",595000
"Taman Taming Jaya","Apartment",542,2,1,0,0,"Non Bumi Lot","Freehold",120000
"Garden Plaza @ Garden Residence","Service Residence",450,3,2,11,2,"Non Bumi Lot","Freehold",188000
"Villa Krystal","Apartment",818,3,2,7,0,"Non Bumi Lot","Freehold",218000
"Endah Ria","Condominium",1417,3,2,0,0,"Non Bumi Lot","Leasehold",425000
"Sri Intan (Bandar Seri Alam)","Flat",850,3,2,5,1,"Non Bumi Lot","Freehold",155000
"Magna Ville Condominium","Condominium",1023,3,2,9,1,"Non Bumi Lot","Leasehold",270000
"Condo Pasir Mutiara","Condominium",1050,3,2,9,0,"Non Bumi Lot","Freehold",310000
"The Mark","Service Residence",618,1,1,9,0,"Non Bumi Lot","Leasehold",330000
"Bandar Baru Sentul Flat","Flat",650,2,1,2,0,"Non Bumi Lot","Leasehold",240000
"Pangsapuri Perdana (Seksyen 13)","Apartment",850,3,2,3,0,"Non Bumi Lot","Leasehold",225000
"Pangsapuri Miro","Apartment",1262,4,2,6,2,"Non Bumi Lot","Freehold",410000
"Kiara Plaza","Condominium",893,3,2,8,0,"Non Bumi Lot","Freehold",420000
"putrajaya","Condominium",890,3,3,14,2,"Non Bumi Lot","Freehold",470000
"Pangsapuri Seri Tecoma, Ipoh","Apartment",1130,3,2,13,2,"Non Bumi Lot","Leasehold",360000
"Vantage @ Tamu","Service Residence",1130,3,2,0,0,"Non Bumi Lot","Freehold",620000
"Sun Moon City","Flat",650,3,2,0,0,"Non Bumi Lot","Freehold",120000
"Taman Bukit Pelangi (Shah Alam)","Apartment",926,3,2,8,0,"Non Bumi Lot","Leasehold",250000
"Putrajay","Condominium",1200,3,2,14,2,"Non Bumi Lot","Freehold",590000
"Pangsapuri Segar Ria","Apartment",650,3,2,4,0,"Non Bumi Lot","Freehold",130000
"Metia Residence","Service Residence",1365,3,2,0,0,"Bumi Lot","Leasehold",489999
"Bam Villa","Condominium",1100,3,2,7,0,"Non Bumi Lot","Leasehold",400000
"The Astaria","Apartment",900,3,2,5,0,"Non Bumi Lot","Leasehold",300000
"Pangsapuri Mewah Cheras","Apartment",840,3,3,2,0,"Non Bumi Lot","Freehold",200000
"Greenpark","Condominium",1299,3,2,5,1,"Non Bumi Lot","Freehold",400000
"Seksyen 2 Wangsa Maju Flat","Flat",700,3,2,0,1,"Bumi Lot","Leasehold",190000
"Eastern Court","Apartment",700,3,2,7,1,"Non Bumi Lot","Freehold",380000
"Artis 3","Condominium",1175,3,2,5,2,"Non Bumi Lot","Freehold",800000
"Sandilands @ Jelutong","Condominium",1338,3,2,7,2,"Non Bumi Lot","Freehold",840000
"The Rise Collection 3","Apartment",1000,3,2,9,2,"Non Bumi Lot","Freehold",520000
"Taman Kheng Tian","Condominium",700,3,2,7,1,"Non Bumi Lot","Freehold",388000
"Harmony View","Apartment",700,3,2,8,1,"Non Bumi Lot","Freehold",393000
"Sri Wangsa 2","Apartment",650,3,2,6,1,"Non Bumi Lot","Freehold",313000
"Petaling Indah Condominiums","Condominium",855,2,2,0,1,"Non Bumi Lot","Leasehold",220000
"Apartment Buginvilla","Apartment",671,3,2,0,2,"Non Bumi Lot","Leasehold",105000
"Desa Delima","Apartment",700,3,2,0,1,"Non Bumi Lot","Leasehold",265000
"-","Apartment",700,3,2,0,2,"Non Bumi Lot","Leasehold",115000
"Casa Subang","Service Residence",1062,4,2,8,0,"Non Bumi Lot","Freehold",380000
"M Condominium @ Larkin","Condominium",1068,3,2,10,1,"Non Bumi Lot","Leasehold",445000
"All Seasons Park","Condominium",1285,4,3,10,1,"Non Bumi Lot","Freehold",600000
"Spring & Summer Tower, All Seasons Park","Condominium",856,3,2,5,1,"Non Bumi Lot","Freehold",460000
"All Seasons Park","Condominium",1091,3,2,10,1,"Non Bumi Lot","Freehold",530000
"Melody Homes","Apartment",700,3,2,9,1,"Non Bumi Lot","Freehold",350000
"Taman Molek","Flat",560,2,1,2,2,"Non Bumi Lot","Freehold",99000
"All Seasons Park","Condominium",887,3,2,10,1,"Non Bumi Lot","Freehold",500000
"Asia Heights","Condominium",850,3,2,9,2,"Non Bumi Lot","Freehold",430000
"Lake View Suites","Apartment",663,2,2,14,1,"Non Bumi Lot","Freehold",249000
"Boulevard Condominium (BLVD)","Condominium",2337,5,4,14,4,"Non Bumi Lot","Freehold",1150000
"Platinum Lake PV 20","Condominium",1473,3,2,11,2,"Bumi Lot","Leasehold",500000
"Bintang Fairlane Residences","Service Residence",624,1,1,0,0,"Non Bumi Lot","Freehold",538000
"Vesta View Apartment @ Taman Putra Impian","Apartment",870,3,2,6,1,"Bumi Lot","Leasehold",245000
"Asia Heights","Condominium",838,3,2,9,1,"Non Bumi Lot","Freehold",420000
"Henna Residence  @ The Quartz WM","Service Residence",840,3,2,11,2,"Bumi Lot","Freehold",600000
"Vina Versatile Homes @ Cheras","Condominium",900,3,2,4,0,"Non Bumi Lot","Freehold",375000
"Sri Intan (Bandar Seri Alam)","Flat",850,3,2,5,1,"Non Bumi Lot","Freehold",180000
"Apartment Ria 1 @ Taman Megah Ria Masai","Apartment",850,3,2,2,1,"Non Bumi Lot","Freehold",225000
"Nilam Apartment","Apartment",742,3,1,4,1,"Non Bumi Lot","Freehold",295000
"Windmill upon Hills","Service Residence",460,1,1,14,1,"Non Bumi Lot","Freehold",380000
"USJ One (You One)","Service Residence",650,1,1,14,1,"Non Bumi Lot","Freehold",420000
"Cova Villa","Condominium",1059,3,2,10,1,"Non Bumi Lot","Leasehold",415000
"Kiara Plaza","Service Residence",893,3,2,8,2,"Non Bumi Lot","Freehold",339000
"Amadesa","Condominium",1238,3,2,14,0,"Non Bumi Lot","Leasehold",410000
"Desa Satu","Apartment",650,3,2,2,0,"Non Bumi Lot","Freehold",140000
"Capri Park Condominium","Condominium",1334,4,2,8,0,"Non Bumi Lot","Freehold",430000
"Desaminium Rimba","Condominium",1156,5,3,5,1,"Bumi Lot","Freehold",315000
"Menara Megah","Condominium",1100,3,2,6,1,"Non Bumi Lot","Freehold",310000
"Geo@Bukit Rimau","Service Residence",865,3,2,4,2,"Non Bumi Lot","Freehold",520000
"Jentayu Residensi @ Tampoi","Service Residence",954,3,2,4,0,"Non Bumi Lot","Freehold",360000
"Vina Versatile Homes","Condominium",1250,3,2,0,0,"Non Bumi Lot","Freehold",390000
"-","Apartment",950,3,2,4,0,"Non Bumi Lot","Freehold",318000
"-","Service Residence",980,2,2,5,0,"Non Bumi Lot","Freehold",700000
"-","Condominium",1200,3,2,0,0,"Non Bumi Lot","Freehold",350000
"Harmony View","Apartment",665,3,2,8,1,"Non Bumi Lot","Freehold",379888
"Larkin Idaman Apartment","Apartment",850,3,2,4,0,"Non Bumi Lot","Leasehold",228000
"Larkin Idaman Apartment","Apartment",850,3,2,4,0,"Non Bumi Lot","Leasehold",238000
"Bukit Segambut","Condominium",997,3,2,8,0,"Bumi Lot","Freehold",358000
"The Chancellor Condominium","Condominium",1378,3,2,4,0,"Bumi Lot","Freehold",393000
"Endah Regal","Condominium",1141,3,2,8,0,"Bumi Lot","Leasehold",320000
"Diamond Regency","Condominium",1200,3,2,10,0,"Bumi Lot","Freehold",425000
"Idaman Residence","Apartment",972,2,2,4,0,"Non Bumi Lot","Freehold",388000
"Flat Taman Batu","Flat",551,2,1,3,0,"Non Bumi Lot","Leasehold",220000
"Gombak Setia","Apartment",550,2,1,1,0,"Non Bumi Lot","Freehold",178000
"USJ One @ Subang USJ (Residenz & SOHO)","Condominium",650,1,1,14,1,"Non Bumi Lot","Freehold",450000
"Laman Seri Harmoni (LSH33)","Apartment",950,3,2,11,2,"Non Bumi Lot","Leasehold",450000
"Andari Townvilla","Apartment",1159,3,2,7,1,"Non Bumi Lot","Leasehold",289000
"BL Garden","Apartment",700,3,2,6,0,"Non Bumi Lot","Freehold",360000
"Apartmen Seroja (Bandar Baru Selayang)","Apartment",853,3,2,1,1,"Non Bumi Lot","Freehold",160000
"The Amarene @ Ideal Vision Park","Condominium",1110,3,2,7,2,"Non Bumi Lot","Freehold",448500
"Apartment Ruby","Apartment",1045,3,2,4,1,"Non Bumi Lot","Leasehold",228000
"Villa Krystal","Apartment",920,4,2,5,0,"Non Bumi Lot","Freehold",228000
"Symphony Heights (Simfoni Heights)","Condominium",1144,3,2,8,1,"Non Bumi Lot","Leasehold",379000
"Gat Lebuh Macallum","Apartment",600,2,1,1,0,"Non Bumi Lot","Leasehold",189000
"Seri Puri","Condominium",1167,3,2,7,1,"Non Bumi Lot","Freehold",320000
"3rdNvenue","Service Residence",430,2,2,0,1,"Non Bumi Lot","Leasehold",350000
"d'Brightton","Condominium",1044,3,2,14,2,"Non Bumi Lot","Leasehold",570000
"Idaman Seroja","Apartment",650,3,2,2,0,"Non Bumi Lot","Leasehold",210000
"Palm Court (Pangsapuri Nipah)","Apartment",650,3,2,5,0,"Non Bumi Lot","Leasehold",245000
"The Oasis","Condominium",1113,3,2,7,2,"Non Bumi Lot","Leasehold",610000
"Idaman Residence @ Nusa Idaman","Apartment",972,2,2,5,0,"Non Bumi Lot","Freehold",438000
"Sri Teratai Apartment","Apartment",820,3,2,7,1,"Non Bumi Lot","Freehold",260000
"Sri Tanjung (Puchong)","Apartment",1012,3,2,5,1,"Non Bumi Lot","Freehold",365000
"Ivory Residence","Condominium",447,1,1,7,0,"Non Bumi Lot","Freehold",198000
"Vista Bayu","Apartment",1150,3,2,0,0,"Non Bumi Lot","Freehold",299999
"Sri Subang Apartment","Apartment",852,3,2,4,0,"Non Bumi Lot","Leasehold",180000
"Pangsapuri Randa","Apartment",815,3,2,0,0,"Non Bumi Lot","Freehold",245000
"Centrus SoHo 1 @ Cyberjaya","Condominium",450,1,1,6,0,"Non Bumi Lot","Freehold",210000
"Vista Alam Serviced Apartment","Service Residence",714,2,2,6,0,"Non Bumi Lot","Leasehold",330000
"Sri Cempaka Apartment","Apartment",967,3,2,7,1,"Non Bumi Lot","Freehold",263000
"Plaza Metro Prima","Apartment",1010,3,2,7,0,"Non Bumi Lot","Leasehold",330000
"Urban 360","Service Residence",1001,3,2,9,2,"Non Bumi Lot","Leasehold",448000
"Straits Garden Residence @ Jelutong","Condominium",1345,3,2,10,2,"Non Bumi Lot","Freehold",790000
"The Rise Collection 3","Apartment",680,3,2,9,1,"Non Bumi Lot","Freehold",345000
"Summer Place","Condominium",1012,3,2,8,2,"Non Bumi Lot","Leasehold",675000
"Summer Place","Condominium",1464,4,3,8,2,"Non Bumi Lot","Leasehold",930000
"Saujana Aster","Condominium",915,3,2,8,0,"Non Bumi Lot","Freehold",380000
"Seri Saujana Apartment","Apartment",750,3,2,3,0,"Bumi Lot","Leasehold",199990
"Andorra Apartment","Apartment",850,3,2,4,0,"Bumi Lot","Freehold",199900
"Apartment Permata (Bandar Perda)","Apartment",624,3,2,0,0,"Non Bumi Lot","Freehold",99000
"Bayu Tasik 1","Condominium",920,3,2,7,2,"Non Bumi Lot","Leasehold",330000
"Pangsapuri Pelangi","Apartment",581,2,2,6,0,"Non Bumi Lot","Leasehold",230000
"Taman Lembah Hijau Block 5","Apartment",750,3,2,3,1,"Non Bumi Lot","Freehold",338000
"Taman Kota Cheras","Apartment",650,3,1,0,0,"Non Bumi Lot","Leasehold",145000
"Apartment Seri Teluki","Apartment",790,3,2,0,0,"Non Bumi Lot","Freehold",163000
"Kipark","Apartment",890,3,2,0,1,"Non Bumi Lot","Leasehold",315000
"BL Garden","Apartment",700,3,2,6,1,"Non Bumi Lot","Freehold",355000
"Skycube Residence","Condominium",1271,4,2,5,2,"Non Bumi Lot","Freehold",698000
"One Foresta @ Bayan Lepas","Condominium",900,3,2,5,2,"Non Bumi Lot","Freehold",480000
"All Seasons Park","Condominium",887,3,2,10,1,"Non Bumi Lot","Freehold",510000
"Paramount Utropolis","Condominium",1066,4,2,6,2,"Non Bumi Lot","Freehold",680000
"Putra 1","Apartment",865,3,2,7,0,"Non Bumi Lot","Freehold",345000
"Indah Court Apartment (Bukit Indah)","Apartment",850,3,2,7,0,"Non Bumi Lot","Freehold",295000
"Waikiki Condominium","Condominium",1300,2,3,9,0,"Non Bumi Lot","Leasehold",608000
"MH Platinum Residency","Apartment",719,2,1,0,0,"Non Bumi Lot","Leasehold",390000
"-","Condominium",1135,3,2,1,2,"Non Bumi Lot","Leasehold",468000
"-","Condominium",1894,3,3,7,2,"Non Bumi Lot","Freehold",3039000
"Simfoni @ Eco Majestic","Apartment",753,3,2,6,2,"Non Bumi Lot","Freehold",168000
"Maxim Citilights","Service Residence",1009,3,2,11,2,"Non Bumi Lot","Leasehold",380000
"Suasana Lumayan","Condominium",1142,4,2,8,1,"Bumi Lot","Leasehold",450000
"Scott Towers @ Larkin JB","Condominium",973,3,2,9,0,"Non Bumi Lot","Leasehold",318000
"putra damai","Apartment",700,3,2,2,0,"Non Bumi Lot","Freehold",221000
"Mutiara Villa","Condominium",720,1,1,7,0,"Non Bumi Lot","Freehold",398000
"Lakeview Apartments","Apartment",870,3,2,8,1,"Bumi Lot","Leasehold",255000
"The Spring","Condominium",1281,4,3,10,2,"Non Bumi Lot","Leasehold",738000
"Seroja Hills","Condominium",1096,3,2,7,1,"Non Bumi Lot","Leasehold",389000
"Mesra Prima @ Pandan Mesra","Condominium",750,3,2,0,0,"Non Bumi Lot","Leasehold",200000
"PangsaRia","Apartment",850,3,2,4,0,"Non Bumi Lot","Leasehold",205000
"Panorama Residences (Sentul)","Condominium",1050,3,2,8,0,"Non Bumi Lot","Freehold",400000
"Rumah Pangsa Impian (Saujana Putra)","Flat",750,3,2,3,0,"Bumi Lot","Leasehold",185000
"Embun Residence","Apartment",1185,3,2,2,2,"Non Bumi Lot","Freehold",260000
"Kiara East - DEX Suites","Condominium",698,2,1,5,1,"Non Bumi Lot","Leasehold",410000
"Green Suria Apartment","Apartment",1212,3,2,2,0,"Non Bumi Lot","Freehold",330000
"Sri Melor Apartment","Apartment",800,3,2,4,0,"Bumi Lot","Leasehold",265000
"Parc Regency Serviced Apartment","Service Residence",810,2,2,0,0,"Non Bumi Lot","Freehold",280000
"MJC Upper Sanctuary","Condominium",1006,3,2,10,1,"Non Bumi Lot","Leasehold",378000
"Southbay Plaza @ Southbay City","Service Residence",1100,3,2,4,2,"Non Bumi Lot","Freehold",448500
"P' Residence Kuching","Condominium",1206,3,2,11,1,"Non Bumi Lot","Leasehold",450000
"Doncaster","Condominium",1259,3,2,9,1,"Non Bumi Lot","Leasehold",650000
"M Astra @ Setapak","Service Residence",1000,4,2,11,2,"Non Bumi Lot","Leasehold",350000
"Berlian Residence @ Setapak","Condominium",1265,3,2,9,0,"Non Bumi Lot","Freehold",528000
"MiNest Residence","Service Residence",1050,4,3,11,2,"Non Bumi Lot","Freehold",550000
"Desa Permata Pearl Block 9","Apartment",700,3,2,2,1,"Non Bumi Lot","Freehold",280000
"Vista Harmoni","Condominium",1200,3,3,9,2,"Non Bumi Lot","Freehold",530000
"The Oasis","Condominium",1115,3,2,7,1,"Non Bumi Lot","Leasehold",495000
"The Oasis","Condominium",1116,3,2,7,2,"Non Bumi Lot","Leasehold",600000
"Kinrara Mas Condominium","Condominium",1091,3,2,8,1,"Non Bumi Lot","Freehold",350000
